SchoolCode,SchoolName,SchoolType,Grade,TotalEnrollment,FirstLanguageNotEnglish,PctFirstLanguageNotEnglish,EnglishLanguageLearner,PctEnglishLanguageLearner,StudentsWithDisabilities,PctStudentsWithDisabilities,HighNeeds,PctHighNeeds,EconomicallyDisadvantaged,PctEconomicallyDisadvantaged,TotalNoOfClasses,AverageClassSize,NumberOfStudents,SalaryTotals,AverageSalary,FTECount,InDistrictExpenditures,TotalInDistrictFTEs,AverageInDistrictExpendituresPerPupil,TotalExpenditures,TotalPupilFTEs,AverageExpendituresPerPupil,AccountabilityAndAssistanceLevel,AccountabilityAndAssistanceDescription,SchoolAccountablityPercentile,ProgressAndPerformanceAll,ProgressAndPerformanceHighNeeds,DistrictAccountability,DistrictProgressAndPerformanceAll,DistrictProgressAndPerformanceHighNeeds
3480020,Belmont Street Community,Public School,"PK,K,01,02,03,04,05,06",558,374,67,302,54.1,89,15.9,526,94.3,430,77.1,154,20.8,566,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,25,65,83,Level 4,57,52
3480026,Wawecus Road School,Public School,"K,01,02,03,04,05,06",147,64,43.5,48,32.7,36,24.5,118,80.3,90,61.2,65,13,145,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,27,71,75,Level 4,57,52
3480030,Woodland Academy,Public School,"PK,K,01,02,03,04,05,06",627,504,80.4,393,62.7,85,13.6,609,97.1,435,69.4,162,23.6,639,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools,12,72,72,Level 4,57,52
3480035,Burncoat Street,Public School,"K,01,02,03,04,05,06",259,136,52.5,91,35.1,49,18.9,230,88.8,182,70.3,103,13.4,232,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools,15,84,68,Level 4,57,52
3480045,Canterbury,Public School,"PK,K,01,02,03,04,05,06",376,265,70.5,185,49.2,67,17.8,354,94.1,272,72.3,144,14.8,371,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,25,72,94,Level 4,57,52
3480050,Chandler Elementary Community,Public School,"K,01,02,03,04,05,06",514,372,72.4,287,55.8,69,13.4,497,96.7,418,81.3,139,21.4,491,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,Meeting gap narrowing goals,35,100,100,Level 4,57,52
3480052,Chandler Magnet,Public School,"PK,K,01,02,03,04,05,06",464,384,82.8,333,71.8,64,13.8,421,90.7,309,66.6,222,14.7,529,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,14,69,60,Level 4,57,52
3480053,City View,Public School,"PK,K,01,02,03,04,05,06",497,276,55.5,208,41.9,92,18.5,456,91.8,368,74,170,17.3,510,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools,14,79,83,Level 4,57,52
3480055,Clark St Community,Public School,"K,01,02,03,04,05,06",203,140,69,114,56.2,39,19.2,194,95.6,164,80.8,96,16.9,288,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,7,32,37,Level 4,57,52
3480060,Columbus Park,Public School,"PK,K,01,02,03,04,05,06",476,301,63.2,221,46.4,93,19.5,431,90.5,329,69.1,136,17.7,468,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,2016 Level held harmless,30,64,76,Level 4,57,52
3480090,Flagg Street,Public School,"K,01,02,03,04,05,06",404,123,30.4,67,16.6,30,7.4,167,41.3,78,19.3,129,19,418,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,74,70,64,Level 4,57,52
3480095,Elm Park Community,Public School,"PK,K,01,02,03,04,05,06",499,336,67.3,257,51.5,91,18.2,461,92.4,366,73.3,163,17.2,490,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 4,Among lowest achieving and least improving schools,1,59,57,Level 4,57,52
3480100,Goddard School/Science Technical,Public School,"PK,K,01,02,03,04,05,06",517,350,67.7,266,51.5,94,18.2,489,94.6,369,71.4,163,17.1,500,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,2,48,50,Level 4,57,52
3480110,Gates Lane,Public School,"PK,K,01,02,03,04,05,06",596,284,47.7,186,31.2,201,33.7,501,84.1,344,57.7,238,15.3,652,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,2016 Level held harmless,15,68,76,Level 4,57,52
3480115,Grafton Street,Public School,"PK,K,01,02,03,04,05,06",409,228,55.7,178,43.5,53,13,361,88.3,296,72.4,114,18.7,378,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,6,43,47,Level 4,57,52
3480136,Heard Street,Public School,"K,01,02,03,04,05,06",269,88,32.7,45,16.7,22,8.2,165,61.3,108,40.1,86,20.1,292,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,63,68,67,Level 4,57,52
3480140,Jacob Hiatt Magnet,Public School,"PK,K,01,02,03,04,05,06",442,244,55.2,136,30.8,45,10.2,344,77.8,239,54.1,124,19,448,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,21,57,51,Level 4,57,52
3480145,Lake View,Public School,"K,01,02,03,04,05,06",299,144,48.2,93,31.1,39,13,212,70.9,125,41.8,89,21.4,319,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,2016 Level held harmless,45,63,60,Level 4,57,52
3480160,Lincoln Street,Public School,"PK,K,01,02,03,04,05,06",285,181,63.5,140,49.1,57,20,267,93.7,228,80,86,17.6,262,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,4,56,47,Level 4,57,52
3480175,May Street,Public School,"K,01,02,03,04,05,06",337,142,42.1,100,29.7,21,6.2,214,63.5,134,39.8,89,21.8,330,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,32,53,44,Level 4,57,52
3480177,Francis J McGrath Elementary,Public School,"PK,K,01,02,03,04,05,06",299,142,47.5,100,33.4,61,20.4,231,77.3,173,57.9,81,20.2,314,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools,12,64,70,Level 4,57,52
3480185,Midland Street,Public School,"K,01,02,03,04,05,06",242,83,34.3,54,22.3,23,9.5,145,59.9,94,38.8,77,17.9,232,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,Meeting gap narrowing goals,65,93,83,Level 4,57,52
3480200,Nelson Place,Public School,"K,01,02,03,04,05,06",454,112,24.7,59,13,102,22.5,220,48.5,113,24.9,176,15.8,474,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,51,61,52,Level 4,57,52
3480202,Norrback Avenue,Public School,"PK,K,01,02,03,04,05,06",566,254,44.9,170,30,137,24.2,405,71.6,254,44.9,191,16.9,588,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,Meeting gap narrowing goals,39,79,84,Level 4,57,52
3480210,Quinsigamond,Public School,"PK,K,01,02,03,04,05,06",805,477,59.3,357,44.3,125,15.5,693,86.1,526,65.3,216,20,756,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,9,68,65,Level 4,57,52
3480215,Rice Square,Public School,"K,01,02,03,04,05,06",412,203,49.3,147,35.7,62,15,352,85.4,269,65.3,129,20.1,441,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,18,73,69,Level 4,57,52
3480220,Roosevelt,Public School,"PK,K,01,02,03,04,05,06",654,271,41.4,156,23.9,111,17,440,67.3,276,42.2,222,16,659,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,Meeting gap narrowing goals,31,88,95,Level 4,57,52
3480225,Worcester Arts Magnet School,Public School,"PK,K,01,02,03,04,05,06",405,123,30.4,81,20,40,9.9,187,46.2,104,25.7,102,21.9,418,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,Meeting gap narrowing goals,79,100,95,Level 4,57,52
3480230,Tatnuck,Public School,"PK,K,01,02,03,04,05,06",385,193,50.1,116,30.1,48,12.5,285,74,189,49.1,127,18.4,397,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,29,62,74,Level 4,57,52
3480235,Thorndyke Road,Public School,"K,01,02,03,04,05,06",376,122,32.4,88,23.4,37,9.8,202,53.7,148,39.4,103,21,367,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,Meeting gap narrowing goals,42,79,76,Level 4,57,52
3480240,Union Hill School,Public School,"K,01,02,03,04,05,06",521,296,56.8,222,42.6,84,16.1,484,92.9,388,74.5,156,19.4,513,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools,19,63,66,Level 4,57,52
3480260,West Tatnuck,Public School,"PK,K,01,02,03,04,05,06",341,114,33.4,62,18.2,47,13.8,193,56.6,103,30.2,121,14.3,360,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,Meeting gap narrowing goals,92,100,100,Level 4,57,52
3480280,Vernon Hill School,Public School,"PK,K,01,02,03,04,05,06",561,305,54.4,225,40.1,106,18.9,503,89.7,391,69.7,137,19.9,542,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,12,55,77,Level 4,57,52
3480285,University Pk Campus School,Public School,"07,08,09,10,11,12",254,174,68.5,65,25.6,28,11,174,68.5,145,57.1,114,19.3,250,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,54,59,58,Level 4,57,52
3480350,Claremont Academy,Public School,"07,08,09,10,11,12",532,415,78,217,40.8,62,11.7,444,83.5,346,65,271,17.6,492,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,14,57,65,Level 4,57,52
3480405,Burncoat Middle School,Public School,"07,08",563,240,42.6,132,23.4,133,23.6,386,68.6,309,54.9,332,13.9,517,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,12,69,71,Level 4,57,52
3480415,Forest Grove Middle,Public School,"07,08",997,469,47,232,23.3,198,19.9,596,59.8,449,45,421,21.4,983,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 2,Not meeting gap narrowing goals,35,54,51,Level 4,57,52
3480420,Worcester East Middle,Public School,"06,07,08",816,459,56.3,273,33.5,146,17.9,689,84.4,543,66.5,355,20.1,780,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools,15,66,60,Level 4,57,52
3480423,Sullivan Middle,Public School,"06,07,08",863,457,53,247,28.6,176,20.4,610,70.7,490,56.8,404,19.3,852,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,10,56,46,Level 4,57,52
3480503,Burncoat Senior High,Public School,"09,10,11,12",1023,450,44,261,25.5,264,25.8,718,70.2,560,54.7,550,15.3,990,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,8,67,56,Level 4,57,52
3480512,Doherty Memorial High,Public School,"09,10,11,12",1555,745,47.9,354,22.8,257,16.5,916,58.9,683,43.9,806,13.5,1428,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools,19,63,61,Level 4,57,52
3480515,North High,Public School,"09,10,11,12",1307,754,57.7,424,32.4,332,25.4,1064,81.4,831,63.6,698,14.8,1241,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Among lowest performing 20% of schools and subgroups,3,63,59,Level 4,57,52
3480520,South High Community,Public School,"09,10,11,12",1421,814,57.3,447,31.5,338,23.8,1078,75.9,832,58.6,627,16,1268,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 3,Persistently low graduation rate for one or more groups,23,75,76,Level 4,57,52
3480605,Worcester Technical High,Public School,"09,10,11,12",1389,564,40.6,111,8,175,12.6,792,57,609,43.8,641,16.2,1348,143116198,78256,1829,340051744.2,25025.6,13588.16,388759581.5,27965.8,13901.25,Level 1,Meeting gap narrowing goals,74,100,98,Level 4,57,52
3500010,Charles E Roderick,Public School,"04,05,06",439,4,0.9,0,0,69,15.7,98,22.3,40,9.1,205,19.8,453,5495086,70996,77,13674368.49,1039.9,13149.7,14134031.49,1055.9,13385.77,Level 2,Not meeting gap narrowing goals,81,70,59,Level 2,78,60
4060705,Smith Vocational and Agricultural High,Public School,"09,10,11,12",486,20,4.1,12,2.5,175,36,263,54.1,151,31.1,298,13,461,2866382,60728,47,9889063.74,425.4,23246.51,9889063.74,425.4,23246.51,Level 1,Meeting gap narrowing goals,34,81,81,Level 1,81,81
4090205,Alma del Mar Charter School,Charter School,"K,01,02,03,04,05,06,07",324,38,11.7,38,11.7,53,16.4,229,70.7,174,53.7,46,34.2,281,,,,,,,,,,Insufficient data,2016 Level held harmless,33,83,68,Insufficient data,83,68
4100205,Excel Academy Charter School,Charter School,"05,06,07,08,09,10",957,588,61.4,144,15,183,19.1,602,62.9,396,41.4,287,25.7,791,,,,,,,,,,Level 2,Low assessment participation (Less than 95%),91,96,92,Level 2,96,92
4110305,Boston Green Academy Horace Mann Charter School,Charter School,"06,07,08,09,10,11,12",476,157,33,62,13,96,20.2,357,75,291,61.1,209,14.4,414,,,,,,,,,,Level 3,Among lowest performing 20% of schools,10,64,61,Level 3,64,61
4120530,Academy Of the Pacific Rim Charter Public School,Charter School,"05,06,07,08,09,10,11,12",527,130,24.7,62,11.8,128,24.3,307,58.3,202,38.3,123,22.8,525,,,,,,,,,,Level 2,Not meeting gap narrowing goals,57,59,55,Level 2,59,55
4130505,Four Rivers Charter Public School,Charter School,"07,08,09,10,11,12",220,6,2.7,1,0.5,32,14.5,88,40,65,29.5,339,13.7,220,,,,,,,,,,Level 2,Low assessment participation (Less than 95%),79,83,92,Level 2,83,92
4140305,Berkshire Arts and Technology Charter Public School,Charter School,"06,07,08,09,10,11,12",356,9,2.5,6,1.7,75,21.1,188,52.8,149,41.9,166,15.8,354,,,,,,,,,,Level 2,Not meeting gap narrowing goals,57,69,61,Level 2,69,61
4160305,Boston Preparatory Charter Public School,Charter School,"06,07,08,09,10,11,12",415,83,20,42,10.1,92,22.2,256,61.7,162,39,75,34,421,,,,,,,,,,Level 2,Not meeting gap narrowing goals,64,75,70,Level 2,75,70
4180305,Christa McAuliffe Charter Public School,Charter School,"06,07,08",395,52,13.2,13,3.3,93,23.5,159,40.3,75,19,133,18.7,394,,,,,,,,,,Level 2,Not meeting gap narrowing goals,64,69,67,Level 2,69,67
4190305,Helen Y. Davis Leadership Academy Charter Public School,Charter School,"06,07,08",217,38,17.5,27,12.4,60,27.6,154,71,113,52.1,118,17.4,216,,,,,,,,,,Level 2,Not meeting gap narrowing goals,25,56,53,Level 2,56,53
4200205,Benjamin Banneker Charter Public School,Charter School,"PK,K,01,02,03,04,05,06",347,57,16.4,11,3.2,44,12.7,198,57.1,171,49.3,69,21.3,345,,,,,,,,,,Level 1,Meeting gap narrowing goals,69,100,100,Level 1,100,100
4280305,Brooke Charter School,Charter School,"K,01,02,03,04,05,06,07,08,09",1608,594,36.9,107,6.7,143,8.9,903,56.2,730,45.4,231,18.9,507,,,,,,,,,,Level 1,Meeting gap narrowing goals,90,88,92,Level 1,88,92
4290010,KIPP Academy Lynn Charter School,Charter School,"K,01,05,06,07,08,09,10,11,12",1196,815,68.1,328,27.4,149,12.5,828,69.2,575,48.1,291,22.1,1018,,,,,,,,,,Level 1,Meeting gap narrowing goals,88,100,94,Level 1,100,94
4300305,Advanced Math and Science Academy Charter School,Charter School,"06,07,08,09,10,11,12",952,170,17.9,12,1.3,46,4.8,111,11.7,58,6.1,480,19.3,981,,,,,,,,,,Level 2,Not meeting gap narrowing goals,98,100,74,Level 2,100,74
4320530,Cape Cod Lighthouse Charter School,Charter School,"06,07,08",243,2,0.8,2,0.8,32,13.2,61,25.1,35,14.4,76,29.6,240,,,,,,,,,,Level 2,Not meeting gap narrowing goals,57,53,44,Level 2,53,44
4350305,Innovation Academy Charter School,Charter School,"05,06,07,08,09,10,11,12",792,38,4.8,20,2.5,148,18.7,226,28.5,77,9.7,512,18.1,788,,,,,,,,,,Level 2,Not meeting gap narrowing goals,77,73,49,Level 2,73,49
4360305,Community Charter School of Cambridge,Charter School,"06,07,08,09,10,11,12",374,93,24.9,9,2.4,71,19,186,49.7,130,34.8,295,16.7,403,,,,,,,,,,Level 1,Meeting gap narrowing goals,84,81,84,Level 1,81,84
4370505,City on a Hill Charter Public School Circuit Street,Charter School,"09,10,11,12",279,85,30.5,29,10.4,63,22.6,196,70.3,157,56.3,130,12.1,273,,,,,,,,,,Level 2,Not meeting gap narrowing goals,57,69,68,Level 2,69,68
4380505,Codman Academy Charter Public School,Charter School,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",359,53,14.8,0,0,79,22,234,65.2,186,51.8,92,17.8,316,,,,,,,,,,Level 1,Meeting gap narrowing goals,42,81,77,Level 1,81,77
4390050,Conservatory Lab Charter School,Charter School,"PK,K,01,02,03,04,05,06,07,08",450,67,14.9,47,10.4,54,12,267,59.3,191,42.4,33,22.7,418,,,,,,,,,,Level 1,2016 Level held harmless,49,46,39,Level 1,46,39
4400205,Community Day Charter Public School - Prospect,Charter School,"PK,K,01,02,03,04,05,06,07,08",400,294,73.5,163,40.8,42,10.5,299,74.8,193,48.3,127,20.9,397,,,,,,,,,,Level 1,Meeting gap narrowing goals,89,87,79,Level 1,87,79
4410505,Sabis International Charter School,Charter School,"K,01,02,03,04,05,06,07,08,09,10,11,12",1576,93,5.9,84,5.3,205,13,741,47,579,36.7,548,25.6,1565,,,,,,,,,,Level 2,Not meeting gap narrowing goals,42,64,64,Level 2,64,64
4440205,Neighborhood House Charter School,Charter School,"PK,K,01,02,03,04,05,06,07,08",457,96,21,30,6.6,69,15.1,222,48.6,153,33.5,94,26.2,395,,,,,,,,,,Level 1,2016 Level held harmless,79,78,69,Level 1,78,69
4450105,Abby Kelley Foster Charter Public School,Charter School,"K,01,02,03,04,05,06,07,08,09,10,11,12",1425,868,60.9,102,7.2,147,10.3,730,51.2,530,37.2,750,18.7,1420,,,,,,,,,,,,46,69,61,Level 2,69,61
4460550,Foxborough Regional Charter School,Charter School,"K,01,02,03,04,05,06,07,08,09,10,11,12",1261,256,20.3,147,11.7,113,9,413,32.8,215,17,551,22.2,1281,,,,,,,,,,Level 2,Not meeting gap narrowing goals,66,72,60,Level 2,72,60
4470205,Benjamin Franklin Classical Charter Public School,Charter School,"K,01,02,03,04,05,06,07,08",447,73,16.3,11,2.5,48,10.7,86,19.2,24,5.4,162,24.6,450,,,,,,,,,,Level 1,Meeting gap narrowing goals,77,78,,Level 1,78,
4490305,Boston Collegiate Charter School,Charter School,"05,06,07,08,09,10,11,12",680,76,11.2,23,3.4,122,17.9,303,44.6,200,29.4,270,20.6,688,,,,,,,,,,Level 2,Not meeting gap narrowing goals,76,63,47,Level 2,63,47
4500105,Hilltown Cooperative Charter Public School,Charter School,"K,01,02,03,04,05,06,07,08",218,2,0.9,0,0,36,16.5,53,24.3,25,11.5,42,29.2,210,,,,,,,,,,Level 3,Very low assessment participation (Less than 90%),87,82,69,Level 3,82,69
4520505,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),Charter School,"09,10,11,12",359,182,50.7,49,13.6,59,16.4,244,68,194,54,164,17.1,337,,,,,,,,,,Level 2,Not meeting gap narrowing goals,35,67,64,Level 2,67,64
4530005,Holyoke Community Charter School,Charter School,"K,01,02,03,04,05,06,07,08",702,172,24.5,90,12.8,105,15,531,75.6,474,67.5,214,25.4,702,,,,,,,,,,Level 2,Not meeting gap narrowing goals,34,61,59,Level 2,61,59
4540205,Lawrence Family Development Charter School,Charter School,"PK,K,01,02,03,04,05,06,07,08",717,225,31.4,189,26.4,46,6.4,500,69.7,392,54.7,312,18.3,698,,,,,,,,,,Level 1,Meeting gap narrowing goals,81,94,83,Level 1,94,83
4550050,Hill View Montessori Charter Public School,Charter School,"K,01,02,03,04,05,06,07,08",306,13,4.2,9,2.9,0,0,49,16,45,14.7,101,23,308,,,,,,,,,,Level 2,Not meeting gap narrowing goals,58,60,52,Level 2,60,52
4560050,Lowell Community Charter Public School,Charter School,"PK,K,01,02,03,04,05,06,07,08",817,561,68.7,400,49,127,15.5,638,78.1,384,47,239,22.3,822,,,,,,,,,,Level 1,Meeting gap narrowing goals,67,91,91,Level 1,91,91
4630205,KIPP Academy Boston Charter School,Charter School,"K,01,02,05,06,07,08",505,264,52.3,158,31.3,97,19.2,408,80.8,315,62.4,56,41.1,429,,,,,,,,,,Level 1,Meeting gap narrowing goals,40,75,75,Level 1,75,75
4640305,Marblehead Community Charter Public School,Charter School,"04,05,06,07,08",230,11,4.8,11,4.8,49,21.3,66,28.7,7,3,91,19.5,230,,,,,,,,,,Level 2,Not meeting gap narrowing goals,84,91,71,Level 2,91,71
4660550,Martha's Vineyard Charter School,Charter School,"K,01,02,03,04,05,06,07,08,09,10,11,12",173,8,4.6,7,4,45,26,83,48,51,29.5,68,17.5,184,,,,,,,,,,Level 3,Very low assessment participation (Less than 90%),73,65,56,Level 3,65,56
4690505,MATCH Charter Public School,Charter School,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",1145,687,60,392,34.2,221,19.3,871,76.1,646,56.4,206,26.5,1032,,,,,,,,,,Level 2,Not meeting gap narrowing goals,66,64,62,Level 2,64,62
4700105,Mystic Valley Regional Charter School,Charter School,"K,01,02,03,04,05,06,07,08,09,10,11,12",1486,499,33.6,24,1.6,196,13.2,435,29.3,255,17.2,775,22.7,1491,,,,,,,,,,Level 2,Not meeting gap narrowing goals,82,76,69,Level 2,76,69
4740505,A North Central Charter Essential (District),Charter School,"07,08,09,10,11,12",370,7,1.9,3,0.8,89,24.1,180,48.6,115,31.1,395,12.1,356,,,,,,,,,,Level 1,Meeting gap narrowing goals,40,76,78,Level 1,76,78
4770010,Silver Hill Horace Mann Charter School,Charter School,"K,01,02,03,04,05",567,39,6.9,22,3.9,0,0,156,27.5,140,24.7,240,21.7,576,,,,,,,,,,Level 1,2016 Level held harmless,29,58,50,Level 1,58,50
4780505,Francis W. Parker Charter Essential School,Charter School,"07,08,09,10,11,12",395,4,1,0,0,63,15.9,78,19.7,21,5.3,260,17.7,401,,,,,,,,,,Level 2,Not meeting gap narrowing goals,70,74,79,Level 2,74,79
